	constitutional_XLogP	constitutional_MW	constitutional_LipinskiFailures	constitutional_nRotB	constitutional_MLogP	constitutional_nAtomLAC	constitutional_nAtomP	constitutional_nAtomLC	constitutional_nB	constitutional_nBase	constitutional_nAtom	constitutional_nAromBond	constitutional_naAromAtom	constitutional_ALogP	constitutional_ALogp2	constitutional_AMR	electronic_tpsaEfficiency	electronic_TopoPSA	electronic_nHBDon	electronic_nHBAcc	electronic_PPSA.1	electronic_PPSA.2	electronic_PPSA.3	electronic_PNSA.1	electronic_PNSA.2	electronic_PNSA.3	electronic_DPSA.1	electronic_DPSA.2	electronic_DPSA.3	electronic_FPSA.1	electronic_FPSA.2	electronic_FPSA.3	electronic_FNSA.1	electronic_FNSA.2	electronic_FNSA.3	electronic_WPSA.1	electronic_WPSA.2	electronic_WPSA.3	electronic_WNSA.1	electronic_WNSA.2	electronic_WNSA.3	electronic_RPCG	electronic_RNCG	electronic_RPCS	electronic_RNCS	electronic_THSA	electronic_TPSA	electronic_RHSA	electronic_RPSA	electronic_bpol	electronic_apol	geometrical_topoShape	geometrical_geomShape	geometrical_MOMI.X	geometrical_MOMI.Y	geometrical_MOMI.Z	geometrical_MOMI.XY	geometrical_MOMI.XZ	geometrical_MOMI.YZ	geometrical_MOMI.R	geometrical_LOBMAX	geometrical_LOBMIN	geometrical_GRAV.1	geometrical_GRAV.2	geometrical_GRAV.3	geometrical_GRAVH.1	geometrical_GRAVH.2	geometrical_GRAVH.3	geometrical_GRAV.4	geometrical_GRAV.5	geometrical_GRAV.6	geometrical_PPSA.1	geometrical_PPSA.2	geometrical_PPSA.3	geometrical_PNSA.1	geometrical_PNSA.2	geometrical_PNSA.3	geometrical_DPSA.1	geometrical_DPSA.2	geometrical_DPSA.3	geometrical_FPSA.1	geometrical_FPSA.2	geometrical_FPSA.3	geometrical_FNSA.1	geometrical_FNSA.2	geometrical_FNSA.3	geometrical_WPSA.1	geometrical_WPSA.2	geometrical_WPSA.3	geometrical_WNSA.1	geometrical_WNSA.2	geometrical_WNSA.3	geometrical_RPCG	geometrical_RNCG	geometrical_RPCS	geometrical_RNCS	geometrical_THSA	geometrical_TPSA	geometrical_RHSA	geometrical_RPSA	hybrid_Wlambda1.unity	hybrid_Wlambda2.unity	hybrid_Wlambda3.unity	hybrid_Wnu1.unity	hybrid_Wnu2.unity	hybrid_Weta1.unity	hybrid_Weta2.unity	hybrid_Weta3.unity	hybrid_WT.unity	hybrid_WA.unity	hybrid_WV.unity	hybrid_WK.unity	hybrid_WD.unity	hybrid_BCUTw.1l	hybrid_BCUTw.1h	hybrid_BCUTc.1l	hybrid_BCUTc.1h	hybrid_BCUTp.1l	hybrid_BCUTp.1h	topological_nSmallRings	topological_nAromRings	topological_nRingBlocks	topological_nAromBlocks	topological_nRings3	topological_nRings4	topological_nRings5	topological_nRings6	topological_nRings7	topological_nRings8	topological_nRings9	topological_tpsaEfficiency	topological_Zagreb	topological_WPATH	topological_WPOL	topological_VAdjMat	topological_VABC	topological_TopoPSA	topological_topoShape	topological_geomShape	topological_PetitjeanNumber	topological_MDEC.11	topological_MDEC.12	topological_MDEC.13	topological_MDEC.14	topological_MDEC.22	topological_MDEC.23	topological_MDEC.24	topological_MDEC.33	topological_MDEC.34	topological_MDEC.44	topological_MDEO.11	topological_MDEO.12	topological_MDEO.22	topological_MDEN.11	topological_MDEN.12	topological_MDEN.13	topological_MDEN.22	topological_MDEN.23	topological_MDEN.33	topological_khs.sLi	topological_khs.ssBe	topological_khs.ssssBe	topological_khs.ssBH	topological_khs.sssB	topological_khs.ssssB	topological_khs.sCH3	topological_khs.dCH2	topological_khs.ssCH2	topological_khs.tCH	topological_khs.dsCH	topological_khs.aaCH	topological_khs.sssCH	topological_khs.ddC	topological_khs.tsC	topological_khs.dssC	topological_khs.aasC	topological_khs.aaaC	topological_khs.ssssC	topological_khs.sNH3	topological_khs.sNH2	topological_khs.ssNH2	topological_khs.dNH	topological_khs.ssNH	topological_khs.aaNH	topological_khs.tN	topological_khs.sssNH	topological_khs.dsN	topological_khs.aaN	topological_khs.sssN	topological_khs.ddsN	topological_khs.aasN	topological_khs.ssssN	topological_khs.sOH	topological_khs.dO	topological_khs.ssO	topological_khs.aaO	topological_khs.sF	topological_khs.sSiH3	topological_khs.ssSiH2	topological_khs.sssSiH	topological_khs.ssssSi	topological_khs.sPH2	topological_khs.ssPH	topological_khs.sssP	topological_khs.dsssP	topological_khs.sssssP	topological_khs.sSH	topological_khs.dS	topological_khs.ssS	topological_khs.aaS	topological_khs.dssS	topological_khs.ddssS	topological_khs.sCl	topological_khs.sGeH3	topological_khs.ssGeH2	topological_khs.sssGeH	topological_khs.ssssGe	topological_khs.sAsH2	topological_khs.ssAsH	topological_khs.sssAs	topological_khs.sssdAs	topological_khs.sssssAs	topological_khs.sSeH	topological_khs.dSe	topological_khs.ssSe	topological_khs.aaSe	topological_khs.dssSe	topological_khs.ddssSe	topological_khs.sBr	topological_khs.sSnH3	topological_khs.ssSnH2	topological_khs.sssSnH	topological_khs.ssssSn	topological_khs.sI	topological_khs.sPbH3	topological_khs.ssPbH2	topological_khs.sssPbH	topological_khs.ssssPb	topological_Kier1	topological_Kier2	topological_Kier3	topological_HybRatio	topological_fragC	topological_FMF	topological_ECCEN	topological_SCH.3	topological_SCH.4	topological_SCH.5	topological_SCH.6	topological_SCH.7	topological_VCH.3	topological_VCH.4	topological_VCH.5	topological_VCH.6	topological_VCH.7	topological_C1SP1	topological_C2SP1	topological_C1SP2	topological_C2SP2	topological_C3SP2	topological_C1SP3	topological_C2SP3	topological_C3SP3	topological_C4SP3	topological_ATSp1	topological_ATSp2	topological_ATSp3	topological_ATSp4	topological_ATSp5	topological_ATSm1	topological_ATSm2	topological_ATSm3	topological_ATSm4	topological_ATSm5	topological_ATSc1	topological_ATSc2	topological_ATSc3	topological_ATSc4	topological_ATSc5	toxicity_label
cefoxitin	-1.44700	427.05079	0	9	1.90000	2	8	4	30	0	45	5	5	0.60860	0.37039	98.31360	0.47254	201.80000	3	10	436.35992	1338.41804	43.83678	302.63122	-928.24079	-60.47863	133.72871	2266.65883	104.31541	0.59048	1.81114	0.05932	0.40952	-1.25609	-0.08184	322.46612	989.07907	32.39499	223.64179	-685.96172	-44.69317	0.10918	0.11492	2.99752	1.62323	489.04106	249.95008	0.66177	0.33823	32.78852	54.20948	1.00000	0.95656	8253.08250	8005.76735	1215.11366	1.03089	6.79203	6.58849	7.96745	2.80690	2.80690	2698.56048	51.94767	13.92229	2880.70778	53.67223	14.22874	6650.48904	81.55053	18.80548	436.35992	1338.41804	43.83678	302.63122	-928.24079	-60.47863	133.72871	2266.65883	104.31541	0.59048	1.81114	0.05932	0.40952	-1.25609	-0.08184	322.46612	989.07907	32.39499	223.64179	-685.96172	-44.69317	0.10918	0.11492	2.99752	1.62323	489.04106	249.95008	0.66177	0.33823	1.69888	2.22483	20.07630	0.07079	0.09270	0.40660	0.35367	0.48400	24.00000	82.55313	182.43561	0.37738	1.24427	11.85000	31.97307	-0.35262	0.33502	3.89354	12.42024	3	1	2	1	0	1	1	1	0	0	0	0.47254	148	2071	44	5.90689	350.40754	201.80000	1.00000	0.95656	0.50000	0.00000	0.91713	1.62216	0.50000	3.52557	10.42616	1.33887	7.51003	2.98134	0.00000	1.64483	1.98560	0.14286	0.00000	0.11111	0.16667	0.00000	0.33333	0.00000	0	0	0	0	0	0	1	0	3	0	0	3	1	0	0	6	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.68000	9.42769	4.54179	0.37500	1453.12000	0.35556	615	0.00000	0.09623	0.50024	0.89907	1.45778	0.00000	0.06455	0.31416	0.49311	0.67108	0	0	4	4	1	3	2	0	0	2115.05262	2557.70789	3561.28048	3601.67477	3460.31755	46.75673	40.66506	60.10036	62.84912	71.75887	1.11799	-0.68383	0.08567	0.34267	-0.38273	0
cefpirome	-0.85500	514.10931	0	8	2.45000	2	12	6	39	1	57	11	11	-2.10680	4.43861	122.97560	0.40353	207.46000	2	8	480.40109	1498.91351	30.87306	302.23104	-942.99992	-53.93909	178.17005	2441.91343	84.81214	0.61383	1.91522	0.03945	0.38617	-1.20491	-0.06892	375.97733	1173.09788	24.16225	236.53572	-738.02203	-42.21446	0.12736	0.11109	0.48065	0.11778	604.59682	178.03531	0.77252	0.22748	39.63855	69.79945	1.00000	0.75075	10966.94884	9691.92011	2947.71676	1.13156	3.72049	3.28794	9.11148	1.47041	1.43811	3351.61648	57.89315	14.96528	3577.02383	59.80823	15.29351	8398.72588	91.64456	20.32690	480.40109	1498.91351	30.87306	302.23104	-942.99992	-53.93909	178.17005	2441.91343	84.81214	0.61383	1.91522	0.03945	0.38617	-1.20491	-0.06892	375.97733	1173.09788	24.16225	236.53572	-738.02203	-42.21446	0.12736	0.11109	0.48065	0.11778	604.59682	178.03531	0.77252	0.22748	2.01964	4.90842	20.19950	0.07445	0.18094	0.41511	0.37898	0.61491	27.12755	149.85651	377.22634	0.30846	1.40900	11.99794	31.97379	-0.34675	0.39749	4.67776	12.05393	5	2	3	2	0	1	2	2	0	0	0	0.40353	192	3906	57	6.28540	426.07098	207.46000	1.00000	0.75075	0.50000	0.00000	0.76620	1.71400	0.00000	9.06289	19.62476	0.00000	15.54908	0.00000	0.00000	1.19527	0.54988	0.00000	0.00000	0.76631	0.18490	0.90856	0.88513	0.25000	0	0	0	0	0	0	1	0	5	0	0	4	2	0	0	6	4	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.60092	11.39612	5.30651	0.36364	2531.13000	0.45614	959	0.00000	0.11111	0.56810	1.00342	1.47773	0.00000	0.07454	0.36370	0.58669	0.77628	0	0	5	6	2	3	4	0	0	2822.61731	3427.95671	4818.27672	4839.93160	4689.13232	53.28773	49.88725	72.74428	73.73730	81.25832	1.08300	-0.52943	-0.08926	0.23205	-0.20163	1
cefpodoxime	-2.93300	427.06203	0	8	1.68000	2	12	6	30	0	45	5	5	-0.80140	0.64224	102.12620	0.49169	209.98000	3	9	448.69925	1366.35028	39.93389	260.98898	-794.74697	-57.21987	187.71027	2161.09725	97.15375	0.63225	1.92528	0.05627	0.36775	-1.11985	-0.08063	318.43657	969.68271	28.34061	185.22081	-564.02257	-40.60827	0.09924	0.12461	0.76773	1.63241	486.40016	223.28807	0.68537	0.31463	33.15052	53.84748	1.00000	0.94604	8282.35111	7392.11583	1429.61270	1.12043	5.79342	5.17071	8.08285	1.88257	1.85029	2739.82362	52.34332	13.99289	2920.70559	54.04355	14.29429	6650.80829	81.55249	18.80579	448.69925	1366.35028	39.93389	260.98898	-794.74697	-57.21987	187.71027	2161.09725	97.15375	0.63225	1.92528	0.05627	0.36775	-1.11985	-0.08063	318.43657	969.68271	28.34061	185.22081	-564.02257	-40.60827	0.09924	0.12461	0.76773	1.63241	486.40016	223.28807	0.68537	0.31463	0.74777	3.76632	19.11633	0.03164	0.15938	0.30591	0.36801	0.50124	23.63042	89.10924	166.57806	0.35673	1.17515	11.99796	31.97379	-0.37956	0.30234	4.67672	11.92203	3	1	2	1	0	1	1	1	0	0	0	0.49169	146	2096	44	5.90689	346.31485	209.98000	1.00000	0.94604	0.50000	0.07692	0.99695	3.10795	0.00000	0.55260	7.53224	0.00000	13.03865	0.00000	0.00000	1.19527	1.20477	0.09091	0.00000	0.76631	0.11111	0.90856	0.59841	0.00000	0	0	0	0	0	0	2	0	2	0	0	1	2	0	0	6	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.68000	9.87128	4.69444	0.40000	1453.13000	0.35556	629	0.00000	0.11111	0.45025	0.78400	1.13013	0.00000	0.07454	0.27531	0.43914	0.56661	0	0	4	3	1	3	1	0	0	2090.52268	2511.10117	3435.47526	3467.43236	3313.31173	46.70222	41.05288	58.41165	60.57058	70.06065	1.05026	-0.52358	-0.05913	0.18841	-0.11792	1
cefprozil	-2.04100	407.11511	0	6	2.34000	3	10	4	29	1	49	6	6	0.42780	0.18301	100.34660	0.38874	158.26000	5	8	365.77239	1171.14289	30.36714	296.06168	-947.94068	-66.52404	69.71071	2119.08356	96.89118	0.55266	1.76954	0.04588	0.44734	-1.43229	-0.10051	242.08063	775.10227	20.09801	195.94371	-627.37944	-44.02788	0.09446	0.12836	0.68915	0.17547	410.77064	251.06344	0.62066	0.37934	28.17535	56.69465	999.00100	0.96568	6931.49269	6321.69752	1288.28833	1.09646	5.38039	4.90705	7.69497	2.13521	2.04282	2379.86937	48.78390	13.35112	2621.39051	51.19952	13.78830	6452.49502	80.32742	18.61698	365.77239	1171.14289	30.36714	296.06168	-947.94068	-66.52404	69.71071	2119.08356	96.89118	0.55266	1.76954	0.04588	0.44734	-1.43229	-0.10051	242.08063	775.10227	20.09801	195.94371	-627.37944	-44.02788	0.09446	0.12836	0.68915	0.17547	410.77064	251.06344	0.62066	0.37934	1.14548	2.62816	16.30981	0.05704	0.13086	0.36504	0.39308	0.48109	20.08346	64.55800	133.74243	0.35908	1.23921	11.89000	31.97207	-0.41111	0.30254	1.43800	11.93878	3	1	2	1	0	1	0	2	0	0	0	0.38874	142	27000001927	44	5.85798	363.62026	158.26000	999.00100	0.96568	0.99900	0.00000	1.22879	1.47187	0.00000	4.34298	15.73889	0.00000	12.57384	0.00000	0.00000	1.48693	0.00000	0.00000	0.00000	0.33333	0.16667	0.00000	0.33333	0.00000	0	0	0	0	0	0	1	0	1	0	2	4	3	0	0	5	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.27111	10.34694	5.02378	0.27778	1744.10000	0.34694	-2129542202	0.00000	0.11111	0.33240	0.68144	1.10614	0.00000	0.07454	0.19625	0.38175	0.52658	0	0	3	8	2	3	2	0	0	1992.70838	2384.30162	3241.92636	3400.20701	3027.89643	39.85451	34.99712	50.65643	57.54426	57.37486	0.71666	-0.33685	-0.09414	0.35762	-0.39544	0
ceftaroline	0.77600	684.01028	2	12	1.57000	2	16	7	47	1	64	16	16	-1.42940	2.04318	155.60430	0.49726	340.13000	4	13	675.11128	2847.07381	67.80875	451.76111	-1905.16328	-91.84533	223.35017	4752.23709	159.65409	0.59910	2.52653	0.06017	0.40090	-1.69066	-0.08150	760.76425	3208.28885	76.41181	509.07711	-2146.87588	-103.49797	0.09439	0.08465	0.58773	0.20942	720.87545	405.99694	0.63971	0.36029	55.50335	83.16865	1.00000	0.79624	22850.22544	19619.57610	5753.25563	1.16466	3.97170	3.41017	11.22460	1.53774	1.30557	4679.14971	68.40431	16.72588	4905.09594	70.03639	16.99088	11857.35255	108.89147	22.80321	675.11128	2847.07381	67.80875	451.76111	-1905.16328	-91.84533	223.35017	4752.23709	159.65409	0.59910	2.52653	0.06017	0.40090	-1.69066	-0.08150	760.76425	3208.28885	76.41181	509.07711	-2146.87588	-103.49797	0.09439	0.08465	0.58773	0.20942	720.87545	405.99694	0.63971	0.36029	2.34337	8.04921	28.96091	0.05955	0.20454	0.40745	0.37466	0.46436	39.35348	319.84070	905.46217	0.30194	1.24648	11.99664	31.97508	-0.35716	0.39830	3.09756	13.89268	5	3	4	3	0	1	2	2	0	0	0	0.49726	232	7388	66	6.55459	515.10757	340.13000	1.00000	0.79624	0.50000	0.05000	2.02337	2.74753	0.00000	4.10838	14.07949	0.00000	17.35284	0.00000	0.00000	2.97694	0.92386	0.00000	0.00000	0.00000	0.00000	3.02023	1.35800	0.10000	0	0	0	0	0	0	2	0	2	0	0	5	2	0	0	6	5	0	0	0	0	0	0	2	0	0	0	1	3	1	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.33771	14.82924	8.29630	0.27273	2818.21000	0.43750	1535	0.00000	0.11111	0.56810	0.98419	1.47576	0.00000	0.07454	0.33655	0.59084	0.80286	0	0	7	6	1	4	1	0	0	3559.46911	4297.32632	6001.30158	6001.56529	6028.83041	82.23702	74.82175	106.52919	106.93387	122.97504	1.52505	-0.85744	0.07441	0.08023	-0.01281	0
ceftazidime	-1.18600	546.09914	0	10	2.23000	3	12	8	40	1	59	11	11	-2.00170	4.00680	127.33120	0.44820	244.76000	3	10	582.00223	2142.64797	51.82250	391.50596	-1441.33373	-79.37676	190.49627	3583.98170	131.19926	0.59784	2.20096	0.05323	0.40216	-1.48056	-0.08154	566.58393	2085.88533	50.44963	381.13425	-1403.15018	-77.27392	0.10794	0.09498	0.34625	0.20142	634.34253	339.16565	0.65160	0.34840	40.59655	71.40345	0.88889	0.88696	12241.51587	10103.75679	3684.80836	1.21158	3.32216	2.74200	9.41036	1.51928	1.51729	3501.66822	59.17490	15.18536	3734.00117	61.10647	15.51404	9082.16399	95.30039	20.86395	582.00223	2142.64797	51.82250	391.50596	-1441.33373	-79.37676	190.49627	3583.98170	131.19926	0.59784	2.20096	0.05323	0.40216	-1.48056	-0.08154	566.58393	2085.88533	50.44963	381.13425	-1403.15018	-77.27392	0.10794	0.09498	0.34625	0.20142	634.34253	339.16565	0.65160	0.34840	1.94131	5.65557	20.85930	0.06822	0.19875	0.43626	0.42126	0.60568	28.45618	169.44488	426.92024	0.29977	1.46319	11.85000	31.97307	-0.34986	0.39750	4.23811	12.05022	4	2	3	2	0	1	1	2	0	0	0	0.44820	198	4573	59	6.32193	453.37144	244.76000	0.88889	0.88696	0.47059	0.50000	1.30582	3.42872	2.00000	7.86981	13.85190	0.71488	13.93839	2.11275	0.00000	2.15121	1.10811	0.00000	0.00000	0.76631	0.18490	0.90856	0.88513	0.25000	0	0	0	0	0	0	2	0	2	0	0	6	2	0	0	7	2	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.97000	12.66877	6.84024	0.31818	2512.15000	0.38983	1035	0.00000	0.11111	0.45025	0.88606	1.20230	0.00000	0.07454	0.27531	0.48450	0.59036	0	0	7	6	1	5	1	1	0	2769.77317	3316.72785	4588.87692	4647.01503	4511.26218	56.83667	51.55143	77.01303	78.78079	80.36524	1.27688	-0.58946	-0.18372	0.24774	-0.08139	1
ceftibuten	-2.77100	410.03548	0	7	1.79000	5	11	7	29	0	41	5	5	-0.49060	0.24069	98.17310	0.52791	216.46000	4	10	346.94633	1036.56116	36.43739	355.82459	-1063.08645	-80.94318	-8.87826	2099.64761	117.38057	0.49368	1.47496	0.05185	0.50632	-1.51271	-0.11518	243.82379	728.46504	25.60714	250.06317	-747.10625	-56.88451	0.10103	0.11088	0.93089	3.86833	377.18632	325.58460	0.53671	0.46329	26.99690	50.74710	1.00000	0.67085	7189.96414	5510.32919	2377.36644	1.30482	3.02434	2.31783	8.35044	1.48367	1.24525	2593.17207	50.92320	13.73864	2751.89797	52.45854	14.01342	6115.55203	78.20200	18.28712	346.94633	1036.56116	36.43739	355.82459	-1063.08645	-80.94318	-8.87826	2099.64761	117.38057	0.49368	1.47496	0.05185	0.50632	-1.51271	-0.11518	243.82379	728.46504	25.60714	250.06317	-747.10625	-56.88451	0.10103	0.11088	0.93089	3.86833	377.18632	325.58460	0.53671	0.46329	1.21656	5.20664	13.36878	0.06147	0.26307	0.32272	0.40264	0.53487	19.79198	92.20454	196.67706	0.25660	1.26022	11.99796	31.97379	-0.33158	0.30199	4.00759	11.75352	3	1	2	1	0	1	1	1	0	0	0	0.52791	142	1897	40	5.85798	332.68163	216.46000	1.00000	0.67085	0.50000	0.00000	0.00000	0.00000	0.00000	2.21716	12.56887	0.00000	12.07639	0.00000	0.00000	2.27499	0.00000	0.00000	0.00000	0.57735	0.11111	0.25000	0.43644	0.00000	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	6	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.70273	9.21202	4.77551	0.26667	1147.12000	0.39024	546	0.00000	0.11111	0.45025	0.80481	1.12428	0.00000	0.07454	0.27531	0.45067	0.54732	0	0	5	4	1	2	2	0	0	2025.15202	2417.92257	3259.96387	3177.31977	3004.01014	45.34224	39.00115	57.68757	53.29528	57.29364	0.91705	-0.49107	0.04148	0.27082	-0.34078	1
ceftizoxime	-2.26600	383.03581	0	6	1.57000	2	12	6	27	0	38	5	5	-0.56560	0.31990	91.31830	0.52410	200.75000	3	8	386.72884	1046.52257	36.39492	251.33907	-680.14583	-52.91223	135.38977	1726.66840	89.30715	0.60609	1.64014	0.05704	0.39391	-1.06595	-0.08293	246.75927	667.75248	23.22243	160.37140	-433.97923	-33.76160	0.11154	0.12081	0.92252	4.05642	437.00866	201.05925	0.68489	0.31511	26.86169	46.85831	1.00000	0.86934	6070.08350	5711.32440	1237.28401	1.06282	4.90597	4.61602	7.57822	1.95632	1.94861	2484.70816	49.84685	13.54436	2627.46363	51.25879	13.79894	5853.16486	76.50598	18.02175	386.72884	1046.52257	36.39492	251.33907	-680.14583	-52.91223	135.38977	1726.66840	89.30715	0.60609	1.64014	0.05704	0.39391	-1.06595	-0.08293	246.75927	667.75248	23.22243	160.37140	-433.97923	-33.76160	0.11154	0.12081	0.92252	4.05642	437.00866	201.05925	0.68489	0.31511	1.40493	3.16257	14.56841	0.07342	0.16527	0.35439	0.38669	0.48014	19.13591	70.98440	154.85061	0.32098	1.22122	11.99797	31.97379	-0.32707	0.30196	4.54196	11.69313	3	1	2	1	0	1	1	1	0	0	0	0.52410	132	1531	38	5.75489	302.93265	200.75000	1.00000	0.86934	0.50000	0.00000	0.39149	1.54731	0.00000	0.72112	6.89272	0.00000	10.79877	0.00000	0.00000	1.19527	0.54988	0.00000	0.00000	0.76631	0.11111	0.90856	0.59841	0.00000	0	0	0	0	0	0	1	0	1	0	1	1	2	0	0	5	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.75309	8.34714	3.98354	0.30769	1000.12000	0.42105	500	0.00000	0.11111	0.45025	0.80481	1.12428	0.00000	0.07454	0.27531	0.45067	0.54217	0	0	4	4	0	2	1	0	0	1841.83864	2203.82975	2968.48810	2861.51741	2642.75900	42.92775	37.38870	54.07956	52.07043	56.95451	0.87221	-0.40906	-0.11522	0.24738	-0.13659	0
ceftriaxone	-2.00500	554.04606	1	9	1.46000	2	12	6	39	0	54	11	11	-0.25730	0.06620	128.35620	0.52579	291.31000	4	13	446.97972	1726.53578	46.43234	408.25488	-1576.95447	-91.83239	38.72483	3303.49026	138.26473	0.52264	2.01879	0.05429	0.47736	-1.84389	-0.10738	382.27252	1476.59314	39.71055	349.15370	-1348.66603	-78.53824	0.08348	0.08795	1.22342	4.71891	494.64965	360.58494	0.57838	0.42162	38.86573	66.79627	1.00000	0.84775	14961.71182	13418.34736	2368.31883	1.11502	6.31744	5.66577	9.40879	1.98823	1.98823	3629.00315	60.24121	15.36724	3825.79629	61.85302	15.64014	9339.69674	96.64211	21.05932	446.97972	1726.53578	46.43234	408.25488	-1576.95447	-91.83239	38.72483	3303.49026	138.26473	0.52264	2.01879	0.05429	0.47736	-1.84389	-0.10738	382.27252	1476.59314	39.71055	349.15370	-1348.66603	-78.53824	0.08348	0.08795	1.22342	4.71891	494.64965	360.58494	0.57838	0.42162	0.79338	4.39909	25.57622	0.02579	0.14297	0.35541	0.43875	0.52927	30.76869	136.29395	256.32753	0.37343	1.32343	11.99795	31.97457	-0.33994	0.32269	4.67848	12.44858	4	2	3	2	0	1	1	2	0	0	0	0.53075	192	4386	59	6.28540	438.22650	291.31000	1.00000	0.84775	0.50000	0.06667	0.80908	3.62426	0.00000	0.55260	8.79066	0.00000	16.43768	0.00000	0.00000	2.07338	0.64110	0.00000	0.00000	0.73671	0.17213	1.43190	1.91778	0.16667	0	0	0	0	0	0	2	0	2	0	0	1	2	0	0	6	4	0	0	0	1	0	0	1	0	0	0	1	3	1	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.99408	12.45306	6.27022	0.33333	1989.18000	0.44444	1048	0.00000	0.11111	0.45025	0.83956	1.33608	0.00000	0.07454	0.27531	0.45032	0.60105	0	0	6	3	1	3	1	0	0	2905.91502	3482.88630	4818.21963	4975.85945	4680.45205	62.68438	54.58334	80.93825	87.49064	93.47207	1.28605	-0.62409	-0.19987	0.32147	-0.05428	1
cefuroxime	-0.80300	424.06888	0	9	1.79000	2	11	6	31	0	45	5	5	-0.11750	0.01381	95.03970	0.46940	199.06000	3	9	406.45193	1326.10434	37.09190	304.05467	-992.01944	-69.59385	102.39726	2318.12378	106.68574	0.57206	1.86642	0.05220	0.42794	-1.39621	-0.09795	288.78677	942.20588	26.35404	216.03285	-704.83635	-49.44689	0.10264	0.10020	0.83281	2.86786	448.71122	261.79537	0.63154	0.36846	31.33131	52.54469	1.00000	0.73269	7051.64595	6907.06641	2186.53728	1.02093	3.22503	3.15891	8.38092	1.83516	1.83516	2782.91672	52.75336	14.06587	2955.23990	54.36212	14.35041	6624.27268	81.38963	18.78074	406.45193	1326.10434	37.09190	304.05467	-992.01944	-69.59385	102.39726	2318.12378	106.68574	0.57206	1.86642	0.05220	0.42794	-1.39621	-0.09795	288.78677	942.20588	26.35404	216.03285	-704.83635	-49.44689	0.10264	0.10020	0.83281	2.86786	448.71122	261.79537	0.63154	0.36846	3.03840	4.06875	15.36340	0.13522	0.18107	0.42877	0.40593	0.60729	22.47055	121.55249	333.95291	0.26278	1.44199	11.99618	31.97207	-0.32714	0.33502	3.88941	11.89169	3	1	2	1	0	1	1	1	0	0	0	0.46940	150	2349	44	5.95420	349.04905	199.06000	1.00000	0.73269	0.50000	0.00000	0.70597	1.50738	0.00000	2.24057	10.67750	0.00000	12.79256	0.00000	0.00000	1.64483	2.18367	0.38210	0.00000	0.19245	0.16667	0.33333	0.47140	0.00000	0	0	0	0	0	0	1	0	2	0	0	3	2	0	0	7	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.65869	10.54339	5.25778	0.31250	1397.13000	0.35556	654	0.00000	0.11111	0.47673	0.68144	1.08173	0.00000	0.07454	0.23554	0.37361	0.52496	0	0	4	5	1	3	1	0	0	1889.13990	2276.23500	3106.57067	3222.18876	3115.59414	42.76343	39.37723	55.70028	59.42609	68.41118	1.20116	-0.64223	0.00532	0.15071	0.01135	1
